,income,loan_amount,term_length,install_to_inc,occup,marital,schufa,num_applic,OBS_DATE,target_var
2896,34359.692010878236,18700,66.0,0.008246096421458909,Worker,Married,,2,14NOV2011 - 00:00:00,0
2897,25569.06256728745,38700,89.0,0.01700615576069152,Student,Single,6523.4480555931195,1,05APR2017 - 00:00:00,0
2898,11278.431628508715,8800,42.0,0.018577388809468156,Student,Married,9580.69281546076,2,02APR2010 - 00:00:00,0
2899,47559.26511365945,,102.0,0.007689064867505186,Employee,Living together,7958.501563321789,1,Not avail.,0
2900,28707.479235576797,19700,51.0,0.013455535633557707,Worker,Married,8391.84137673106,2,29JUL2013 - 00:00:00,0
2901,50155.805640368686,34500,79.0,0.008707045080500147,Worker,Single,7341.067117759707,1,13JUN2012 - 00:00:00,0
2902,13487.206892816472,26700,31.0,Not avail.,Worker,Divorced,8532.355495270749,1,19FEB2011 - 00:00:00,1
2903,32999.15746844725,29400,32.0,0.027841619922523164,Worker,Single,8368.930758447905,1,12JUN2017 - 00:00:00,0
2904,63411.26920927156,24200,Not avail.,,Employee,Married,8081.776293837561,1,21MAY2011 - 00:00:00,0
2905,50848.391356961394,Not avail.,121.0,0.004030779975852482,Employee,Living together,9120.353197547962,2,16JUL2011 - 00:00:00,0
2906,24300.512657430612,24100,72.0,0.013774286449873347,Worker,Separated,6271.793207622352,1,02DEC2009 - 00:00:00,1
2907,29728.270457160073,16800,53.0,0.010662615994840917,Worker,Living together,12122.339237225307,1,,0
2908,27140.801143029716,15000,75.0,0.007368979233369604,Worker,Single,8201.277379196894,1,14OCT2010 - 00:00:00,1
2909,54938.10252688324,19100,65.0,0.005348676789526251,Worker,Married,8239.335331055803,2,21DEC2008 - 00:00:00,0
2910,30857.433087862824,8000,75.0,0.0034567576104903536,Worker,Single,9687.613408461682,2,24JUL2017 - 00:00:00,0
2911,45717.25458445774,10100,125.0,,Employee,Living together,6876.363796051173,,13NOV2012 - 00:00:00,0
2912,6695.815448873214,16000,35.0,0.06827291771008803,Worker,Divorced,,2,13MAR2011 - 00:00:00,1
2913,10850.90121135142,7700,81.0,0.008760721947741548,Student,Married,9602.56996896193,2,09JUN2011 - 00:00:00,0
2914,20705.749210769005,10300,58.0,0.008576661732394093,Worker,Single,7228.994811628027,2,20OCT2018 - 00:00:00,0
2915,13546.288826816586,28400,98.0,0.021393011921734564,3,Single,6489.944982942376,1,19MAR2011 - 00:00:00,0
2916,55774.225519919186,28600,124.0,0.004135335975359264,Employee,Living together,8903.850820141448,1,06MAY2012 - 00:00:00,0
2917,,25300,106.0,0.012008636766785057,Employee,Divorced,9765.198994341405,1,28JUN2018 - 00:00:00,0
2918,10755.342729417014,7100,89.0,0.007417269993701127,Employee,Single,,1,23DEC2018 - 00:00:00,0
2919,27725.327590809975,22700,32.0,0.025585811301112787,Student,Divorced,8309.93761773609,1,04APR2010 - 00:00:00,0
2920,17200.04268102957,15700,76.0,0.012010374113563278,2,,9387.20798363752,1,20MAY2018 - 00:00:00,0
2921,24012.999018921226,22500,36.0,0.026027569463836088,Worker,Single,7035.1984166527245,2,10JUN2017 - 00:00:00,1
2922,32231.837571346045,32200,58.0,0.017224348831003333,Worker,Single,7053.714781641037,1,12JUL2015 - 00:00:00,1
2923,24571.134546920595,8100,76.0,0.004337567203699927,Worker,Single,8385.915746604454,1,26JAN2013 - 00:00:00,0
2924,30617.209123693487,18600,65.0,0.009346176687685183,Worker,Separated,8365.891734454319,1,27JUL2014 - 00:00:00,0
2925,47441.951816330635,27000,110.0,0.005173786829108794,Employee,Married,12675.490834896093,1,24AUG2010 - 00:00:00,0
2926,29005.764066075324,27500,Not avail.,0.06320582795740143,Student,Married,6149.358912267406,1,28JUL2016 - 00:00:00,0
2927,44859.89118020744,18500,87.0,,Employee,Single,8190.0959994739715,1,19JUL2015 - 00:00:00,0
2928,18831.83410515412,31600,73.0,0.02298643403035779,Student,Separated,9101.323691839401,1,12JUN2011 - 00:00:00,0
2929,11106.995566099527,7700,23.0,0.030141599202350152,Student,Married,9924.900243138378,2,26MAR2008 - 00:00:00,0
2930,8332.619864353808,17400,61.0,0.03423243905072405,Worker,Single,11662.065365916973,1,27OCT2017 - 00:00:00,0
2931,12895.275411308674,,53.0,0.009803210114361834,Worker,Single,7324.63843947616,1,09SEP2010 - 00:00:00,
2932,37260.244475025596,20400,81.0,0.0067592646103183905,Employee,Single,6245.387523313427,2,16MAY2016 - 00:00:00,0
2933,46124.72297454145,31800,Not avail.,0.016033372907824653,Worker,Married,10226.329065241744,2,21JUL2008 - 00:00:00,0
2934,42815.866654918194,24100,48.0,0.01172657177256179,Worker,Married,12229.65428485809,2,09APR2015 - 00:00:00,0
2935,22891.45775923364,14100,67.0,0.009193287880897072,Student,Single,9641.594432492035,1,02NOV2014 - 00:00:00,0
2936,34562.591452501016,16900,108.0,0.004527481155356428,Employee,Single,12121.930712473764,Not avail.,,0
2937,23494.395791230476,12500,65.0,0.008185258051176321,Student,Divorced,14159.927910016086,1,11JAN2014 - 00:00:00,0
2938,36186.74185438886,14000,31.0,0.012480065352195646,Worker,Married,8992.096477179894,2,12AUG2009 - 00:00:00,0
2939,21249.645075452383,17600,82.0,0.010100599119625252,Employee,Not avail.,7458.698511184025,1,26APR2010 - 00:00:00,0
2940,43869.142224110125,26800,123.0,0.004966729865578273,Employee,Divorced,7186.90310901098,1,12MAR2013 - 00:00:00,0
2941,11565.88325291082,25600,74.0,0.02991089728135382,Student,Single,7804.955597676896,1,14DEC2012 - 00:00:00,0
2942,11717.621535243232,21600,33.0,0.05585992452280271,Student,Separated,7683.058502415362,1,07SEP2011 - 00:00:00,0
2943,39425.8261563174,19400,76.0,0.006474516396502568,Worker,Single,6389.236762598769,2,09SEP2010 - 00:00:00,0
2944,12785.092476702992,16200,48.0,0.026397931858138126,Worker,Living together,8734.162597472248,1,21DEC2008 - 00:00:00,1
2945,6432.125781028921,29000,30.0,0.1502872766446481,Worker,Living together,7391.79789527889,1,,0
2946,52875.265154547335,30100,82.0,0.006942247375191434,Employee,Married,6299.975984717352,1,24APR2017 - 00:00:00,Not avail.
2947,14794.89550203779,10400,43.0,0.016347561568310243,Worker,Single,8419.365711693765,1,29AUG2018 - 00:00:00,1
2948,40693.17065575398,26300,73.0,0.008853425938482316,1,Living together,9672.189621318676,1,21JUN2011 - 00:00:00,0
2949,27897.34461020713,31300,73.0,0.015369460042831214,,Living together,10138.467703306585,1,20MAR2010 - 00:00:00,0
2950,37676.08175682457,26900,69.0,0.010347548213214888,Worker,Single,8722.87941686732,1,10DEC2018 - 00:00:00,0
2951,39523.72332308497,25100,56.0,0.01134038617896339,Worker,Single,10468.2011461564,1,23NOV2015 - 00:00:00,0
2952,64699.91475159623,25500,140.0,0.0028151947006756052,Employee,Living together,7648.788814333052,2,27DEC2014 - 00:00:00,0
2953,11612.731478597922,17600,65.0,0.023316584153198937,Worker,Separated,6819.165950144905,2,03SEP2015 - 00:00:00,Not avail.
2954,Not avail.,19100,35.0,0.026353002618436813,Worker,Living together,13755.52597910493,Not avail.,08MAR2017 - 00:00:00,0
2955,32374.94868477957,24900,70.0,,Worker,Single,7944.793252329623,1,15FEB2008 - 00:00:00,1
2956,40179.71156843705,23600,38.0,0.015456871324751167,Worker,Single,9452.318566032636,1,21SEP2011 - 00:00:00,0
2957,17059.27621344613,14900,55.0,0.015880456328830662,Worker,Single,Not avail.,1,24FEB2013 - 00:00:00,0
2958,32122.052572588073,26100,107.0,0.007593700094153316,Employee,Divorced,9816.463342633946,1,16JUN2018 - 00:00:00,0
2959,6552.794892165955,25600,,0.05661927450181313,3,Divorced,6528.577694693113,2,17OCT2013 - 00:00:00,1
2960,26924.623996559032,17200,21.0,0.0304200206900677,Student,Separated,13231.026288444378,2,29DEC2016 - 00:00:00,0
2961,28320.53386930229,28700,42.0,0.02412854702834626,Student,Separated,9181.194428234361,1,10NOV2015 - 00:00:00,Not avail.
2962,59125.67018929705,32200,71.0,0.007670460652852945,,Married,11809.452681558461,2,08MAR2011 - 00:00:00,0
2963,Not avail.,19800,32.0,0.03073649929337169,Worker,Single,8193.990826684118,1,07DEC2010 - 00:00:00,0
2964,28016.73797856587,9400,78.0,0.004301457957204672,Worker,Single,12268.391683950933,1,20DEC2013 - 00:00:00,0
2965,48242.24931011295,25000,89.0,0.00582267370243887,Employee,Single,8859.065572501233,2,,0
2966,19009.701903044624,21300,39.0,0.028730268835324205,Worker,Single,Not avail.,1,Not avail.,0
2967,14657.345463590878,13300,45.0,0.020164330320911184,Worker,Single,9381.07471028547,1,02JUL2015 - 00:00:00,0
2968,6317.695571294498,Not avail.,13.0,0.17167895672965236,Student,Divorced,9064.234654465914,1,07SEP2011 - 00:00:00,0
2969,30965.011813277568,Not avail.,82.0,0.005238012597226636,Employee,Single,7850.011097662767,1,02SEP2009 - 00:00:00,0
2970,35868.86580098202,11500,105.0,0.0030534505922629692,Employee,Married,7885.027953534422,1,05MAR2009 - 00:00:00,0
2971,28278.375156011447,24100,50.0,0.01704482656237538,Worker,Living together,8892.778230468775,1,26MAR2008 - 00:00:00,0
2972,14193.139364772704,7400,Not avail.,0.017379288706126005,Worker,Divorced,8074.65409565639,1,24OCT2008 - 00:00:00,1
2973,12298.58698245505,30300,32.0,0.07699055195127663,Student,Separated,7122.438597253408,1,29NOV2013 - 00:00:00,0
2974,40025.49514741316,34600,99.0,0.008731808268898762,Employee,Separated,7035.821523787106,1,04JUN2008 - 00:00:00,0
2975,47688.13676564845,26500,122.0,0.004554866880657101,,Living together,14717.551705257345,1,11JUN2011 - 00:00:00,0
2976,22935.031856473914,16500,Not avail.,0.014987988774167281,Worker,Married,10660.385321671612,2,20NOV2008 - 00:00:00,0
2977,25159.21731623927,,90.0,0.015766256226525544,Student,Separated,9378.235608785031,1,Not avail.,0
2978,23066.34477949672,17500,83.0,0.009140736233223696,Employee,Single,6871.653451976042,1,17JUN2010 - 00:00:00,0
2979,35065.36186230429,21800,81.0,0.007675260946286146,Student,Married,8144.90108159,2,10APR2018 - 00:00:00,0
2980,14718.408945167133,12200,35.0,Not avail.,Worker,Single,6330.994479706514,2,04JUN2018 - 00:00:00,1
2981,23096.361245047905,14600,35.0,0.01806097734258018,Worker,Not avail.,7449.094835663566,2,07MAR2016 - 00:00:00,1
2982,26750.676617746365,,92.0,0.007313914960313492,Employee,Single,10065.2387703672,1,20APR2015 - 00:00:00,0
2983,32021.744354185994,23800,95.0,0.007823631124477577,Employee,Single,8184.9001629274835,1,19MAR2009 - 00:00:00,0
2984,31606.576028341384,24800,32.0,0.024520213746185706,Worker,Married,7864.220620866216,2,27MAY2016 - 00:00:00,0
2985,15810.715494167713,14200,24.0,0.03742187802221359,Student,Divorced,9545.102206715837,1,05MAR2016 - 00:00:00,1
2986,17067.51469867627,19800,78.0,0.014873059043906478,Worker,,12145.940559528435,2,24MAY2010 - 00:00:00,0
2987,9141.462844305353,18100,52.0,0.038076720214834825,Not avail.,Divorced,8867.018873750025,1,28AUG2009 - 00:00:00,1
2988,36132.21097566184,19600,107.0,0.0050696474183892,Employee,Single,10910.556490360023,1,29JUN2013 - 00:00:00,0
2989,48537.39178294082,31200,Not avail.,0.01036779661960491,Worker,,7336.77227474159,1,20SEP2008 - 00:00:00,0
2990,22364.681311080956,27000,81.0,0.014904452636585424,Employee,Separated,6437.230029914288,1,08JAN2011 - 00:00:00,0
2991,28129.476222181263,31300,75.0,0.014836157276339494,Worker,Separated,,2,12DEC2017 - 00:00:00,0
2992,39197.47086248218,30100,Not avail.,0.019689915058616562,Worker,Living together,10763.279853943193,1,19AUG2008 - 00:00:00,0
2993,33682.84228222799,27700,48.0,0.017132857390654906,Worker,Single,7511.633637905592,,08JUL2016 - 00:00:00,0
2994,35685.77408691701,17700,33.0,0.015030180795777556,Worker,Not avail.,10996.568976854243,1,25OCT2009 - 00:00:00,0
2995,19818.641802089136,17800,109.0,0.008239855885399968,Employee,Separated,7112.521405160467,1,19SEP2014 - 00:00:00,
2996,,11900,118.0,0.0029555226854091356,Employee,Single,11526.279399359464,Not avail.,29JUN2009 - 00:00:00,0
2997,39088.22721917084,18400,85.0,0.005537999639163119,Employee,Single,9335.840555114557,1,31OCT2011 - 00:00:00,0
2998,10762.480859055857,12000,,0.02275478696694818,Worker,Separated,11716.723414047516,1,03APR2010 - 00:00:00,0
2999,63075.441918098,28300,64.0,0.007010454252134615,Worker,Living together,9078.77353554136,1,28MAY2013 - 00:00:00,0
3000,39689.928894268116,26900,111.0,0.006105890060622925,,Not avail.,11924.239445644313,1,26MAY2011 - 00:00:00,0
3001,23502.253975388157,20700,43.0,Not avail.,Worker,Married,8714.964520564388,2,26OCT2008 - 00:00:00,0
3002,10850.287101929676,,38.0,0.03662284853107355,Student,Separated,7999.572918377727,1,24NOV2014 - 00:00:00,0
3003,29678.675482089107,17300,46.0,0.01267195892042774,Worker,Married,7216.203595792088,2,30MAR2010 - 00:00:00,1
3004,23828.58125491676,25600,56.0,0.019184644366878993,Worker,Divorced,8346.965075394322,1,11APR2008 - 00:00:00,0
3005,19840.068081951642,17100,30.0,0.028729740122138223,Worker,Separated,8187.527781387751,1,09DEC2014 - 00:00:00,0
3006,12232.399836681167,15500,42.0,0.030169682480535004,Student,Married,9849.08220877944,2,25APR2018 - 00:00:00,0
3007,43638.05359868452,27900,73.0,0.008758222452741087,Worker,Single,9674.677064369447,1,13APR2012 - 00:00:00,0
3008,18365.671388923904,19400,120.0,0.00880265486859172,Employee,Separated,9972.839241395142,1,26JAN2014 - 00:00:00,0
3009,22864.84282652909,5200,88.0,0.002584356671035082,Employee,Single,11208.224390163195,2,18SEP2013 - 00:00:00,0
3010,21692.262733686595,10700,71.0,0.006947372305152811,Worker,Separated,11056.528120284689,1,09FEB2011 - 00:00:00,0
3011,Not avail.,28600,88.0,0.007028206324200029,Employee,Single,10562.19656784508,1,10AUG2010 - 00:00:00,0
3012,29277.247961558405,17700,72.0,0.008396736389161894,2,Divorced,10949.952860773066,2,18AUG2017 - 00:00:00,0
3013,15831.241516426708,14500,80.0,0.011448880987124894,Employee,Single,6127.244501410911,1,26AUG2009 - 00:00:00,0
3014,18483.9158543434,14600,Not avail.,0.019265266287821423,Worker,Single,7554.05618292097,1,31MAY2018 - 00:00:00,1
3015,27812.978692230965,12200,95.0,0.004617306691693938,Student,Divorced,11865.300148578728,2,09SEP2012 - 00:00:00,0
3016,28352.73855077459,7800,76.0,0.0036198118486358544,Worker,Married,Not avail.,2,25DEC2017 - 00:00:00,0
3017,16325.040862324995,16600,119.0,0.008544897344867098,Employee,Single,6569.20103084746,2,21FEB2013 - 00:00:00,0
3018,6637.025896621315,9200,67.0,0.020689000611813568,,Divorced,6945.619399508481,1,29JUL2018 - 00:00:00,1
3019,Not avail.,21500,31.0,0.03163120649970903,Worker,Living together,8216.108019812425,1,25JAN2017 - 00:00:00,Not avail.
3020,Not avail.,8200,96.0,0.002772936055303967,Employee,Married,7804.935587005843,2,,0
3021,22811.182189717554,,63.0,0.016352325360147923,Worker,Single,6753.328591578826,Not avail.,09DEC2010 - 00:00:00,1
3022,24200.55670500505,,44.0,Not avail.,Worker,Single,7508.062890802457,2,26DEC2013 - 00:00:00,0
3023,28419.65230482778,13600,68.0,0.007037383774256276,Worker,Separated,7394.49886894585,1,13FEB2008 - 00:00:00,0
3024,32468.328328922318,15900,77.0,0.006359844104125467,Worker,Living together,14269.194496620474,1,15NOV2008 - 00:00:00,0
3025,23225.199395878262,10400,95.0,0.004713573491642635,Employee,Separated,7470.816840129327,2,28SEP2014 - 00:00:00,
3026,35357.60786384482,22200,40.0,0.01569676325777455,Worker,Single,8616.590571083869,2,23APR2013 - 00:00:00,0
3027,28880.532094750022,24000,106.0,0.0078397133957508,Employee,Divorced,7399.131815411708,1,23JAN2010 - 00:00:00,
3028,41276.84142661331,22200,66.0,0.008148967429149397,Worker,Living together,Not avail.,1,06MAY2011 - 00:00:00,0
3029,34508.39802912772,Not avail.,70.0,0.011508585730570231,Worker,Separated,9076.984598445459,1,24AUG2012 - 00:00:00,0
3030,20624.574165368504,7100,20.0,0.01721247658999398,Student,Married,9495.209028351752,2,02MAR2011 - 00:00:00,0
3031,27667.203909202683,23600,107.0,0.007971920414776295,Employee,Separated,7680.900719396599,1,12SEP2012 - 00:00:00,0
3032,30295.58669932101,33400,62.0,0.017781787253898222,Worker,Single,6223.57594479112,2,25AUG2017 - 00:00:00,1
3033,18243.65620860766,13600,34.0,0.021925429608308084,Student,Single,6928.539971430923,1,14MAR2012 - 00:00:00,0
3034,17463.714389963392,24700,36.0,0.03928781104582353,Worker,Single,Not avail.,2,21JUL2011 - 00:00:00,1
3035,22995.648657853137,23100,26.0,0.038636072053489304,Student,Single,6546.339561238763,1,20APR2012 - 00:00:00,0
3036,6985.258072375451,6900,40.0,0.024694864271684464,Worker,Not avail.,10229.715195498793,1,23DEC2008 - 00:00:00,0
3037,51386.19809495921,34200,52.0,0.01279900697220145,Worker,Single,6682.392600982696,1,20JAN2014 - 00:00:00,0
3038,11007.139051197586,18900,42.0,0.04088255793870794,Worker,Divorced,7122.722009657856,2,09DEC2017 - 00:00:00,1
3039,35628.1057522722,29800,79.0,0.010587573543658314,Worker,Married,6875.834062675482,2,11MAY2018 - 00:00:00,0
3040,21775.243139760467,25500,71.0,0.01649372763703687,Worker,Separated,13012.178859927473,1,18APR2014 - 00:00:00,0
3041,37713.42032078573,27100,48.0,0.014970356136649945,Worker,Single,Not avail.,1,16JUL2009 - 00:00:00,0
3042,31731.24680861904,35400,41.0,0.02721023347597597,Worker,Single,11344.324851857491,1,20MAR2017 - 00:00:00,0
3043,36496.77711410334,,98.0,0.0018173256889199277,Employee,Married,8952.132258742833,2,09OCT2015 - 00:00:00,0
3044,7361.264822299334,11400,77.0,0.02011229749586745,Worker,Separated,10246.12268883633,1,22JAN2018 - 00:00:00,0
3045,Not avail.,16800,25.0,0.05797931915834049,Student,Divorced,10120.976531027743,1,23AUG2016 - 00:00:00,Not avail.
3046,37733.45874042027,20600,93.0,0.005870264315494841,3,Divorced,7116.137812666123,1,26MAY2008 - 00:00:00,0
3047,12414.8840246829,19400,59.0,0.026485431411867932,Worker,Divorced,6557.971579393384,2,Not avail.,1
3048,12115.886071951574,18300,75.0,0.02013884899139676,Worker,Single,7919.533270395448,1,05APR2016 - 00:00:00,1
3049,5418.133669566384,25500,38.0,0.12385309638044646,Worker,,6426.664624922177,1,19JAN2011 - 00:00:00,1
3050,16970.241024541698,11900,58.0,0.012090129627292338,Worker,Divorced,7301.825753600577,2,07AUG2015 - 00:00:00,1
3051,12108.820203056584,21300,18.0,0.09772490742199878,Student,Separated,9244.867281826319,1,11MAR2018 - 00:00:00,1
3052,45107.265080410056,24600,,0.008020098430650947,Worker,Single,9346.526277856947,1,05JUN2014 - 00:00:00,0
3053,Not avail.,7200,90.0,0.005753767584687745,Employee,Single,9988.06195586383,1,24JUL2017 - 00:00:00,0
3054,24925.210008449943,16300,84.0,0.00778519494848126,Employee,Married,9132.99973218733,2,05MAY2009 - 00:00:00,
3055,40951.004452617315,25600,20.0,0.03125686456558188,Student,Living together,10130.958320652757,1,20FEB2017 - 00:00:00,0
3056,,11600,60.0,0.012703600356193123,Worker,Divorced,6009.373162743992,1,02SEP2018 - 00:00:00,1
3057,10927.728577573114,21900,33.0,0.060729579704087724,Worker,Divorced,6159.34698533458,1,20OCT2015 - 00:00:00,1
3058,31924.806317782302,15600,51.0,0.009581337781548207,Worker,Living together,14438.211653238328,1,06JUN2016 - 00:00:00,0
3059,26596.627488819027,30900,32.0,0.03630629486411161,Worker,Single,8281.403611318085,1,06JUN2010 - 00:00:00,0
3060,47889.68894234078,29700,82.0,0.007563112852691583,Employee,Single,13025.542814813249,2,03MAR2009 - 00:00:00,0
3061,40473.21220355711,39300,,0.016741596972552626,Worker,Single,7012.691904857676,1,15JUL2013 - 00:00:00,0
3062,26343.897067608923,24300,46.0,0.02005249520256968,Worker,Single,14455.449896591348,2,14JAN2013 - 00:00:00,0
3063,11687.032476827597,15800,50.0,0.027038514749278517,Student,Single,6498.087617766617,1,30SEP2008 - 00:00:00,0
3064,18152.235787153688,18100,61.0,0.01634626802751202,Worker,Single,6676.300351111467,2,14SEP2016 - 00:00:00,0
3065,28614.66415057471,Not avail.,45.0,0.011649038813780328,Not avail.,Single,11415.276545821882,1,17FEB2016 - 00:00:00,
3066,22723.15672041951,17600,58.0,0.013354142630604837,Worker,Married,8024.008673677085,2,30OCT2016 - 00:00:00,0
3067,6428.847180907509,19200,28.0,0.10666209141675209,Student,Divorced,6837.23930752398,1,,1
3068,27044.040237461224,27700,69.0,0.014844278881312784,Worker,Married,7532.369268138888,,Not avail.,0
3069,,37600,41.0,0.021127196113628604,Worker,Single,6685.920011460577,2,15JUN2010 - 00:00:00,0
3070,6365.607711325425,18100,27.0,0.10531129167411231,Student,Separated,7074.896622784644,1,13NOV2017 - 00:00:00,1
3071,26133.362964332475,8100,63.0,0.0049198194946018375,Worker,Separated,6470.960135556051,1,11AUG2014 - 00:00:00,0
3072,42329.43643459791,18600,47.0,Not avail.,Worker,Married,13873.415636993795,2,03MAR2012 - 00:00:00,0
3073,,30000,111.0,0.006069435655358005,Employee,Separated,7350.654642871362,1,25OCT2016 - 00:00:00,0
3074,14198.1850732141,15400,76.0,0.014271653588291895,Student,Living together,6832.6422649026335,1,07JUN2012 - 00:00:00,0
3075,39790.19524074409,28400,72.0,0.009913106534359097,Worker,Separated,7728.196530223584,1,29NOV2011 - 00:00:00,
3076,19506.201762166726,27700,70.0,0.02028658836502931,Worker,Single,9025.91973722027,1,24FEB2017 - 00:00:00,0
3077,33752.06472422797,14300,46.0,0.009210386616562819,Worker,Living together,8422.850146971923,2,06JUN2010 - 00:00:00,1
3078,36376.52404416655,30700,Not avail.,0.02280948363077004,Worker,Single,6315.508670864169,1,01NOV2010 - 00:00:00,1
3079,25933.58727792465,23400,70.0,0.012890068416036954,Worker,Single,7981.812746080499,1,01NOV2017 - 00:00:00,0
3080,42566.21020324358,18000,119.0,0.003553534681134345,Employee,Divorced,8524.865755643496,1,24FEB2018 - 00:00:00,0
3081,22312.482924376167,18800,70.0,,Worker,Single,8424.046642138013,1,14FEB2015 - 00:00:00,1
3082,34374.59360261929,16700,111.0,0.004376792121230675,Employee,Not avail.,14482.487709957995,1,11MAR2016 - 00:00:00,0
3083,37178.53861626107,27900,75.0,0.010005772519452808,Worker,Living together,13366.669272697258,2,20DEC2009 - 00:00:00,0
3084,30333.310949375686,,101.0,0.005287785427434905,Employee,Single,9620.126474820183,1,16JUN2016 - 00:00:00,0
3085,21135.086719383624,14200,89.0,0.007549084795163115,Employee,Separated,9504.893541009034,2,27SEP2008 - 00:00:00,0
3086,31870.73975250144,23800,54.0,0.013829008807558298,Worker,Separated,6544.056422826329,1,08JUL2010 - 00:00:00,1
3087,50908.68416040135,13700,151.0,0.0017821807480886333,Employee,Married,8302.387422322547,2,16MAR2010 - 00:00:00,0
3088,38917.92694619847,14700,83.0,0.004550818803369994,1,Single,7281.847581423558,Not avail.,10SEP2016 - 00:00:00,0
3089,47108.21454428233,,108.0,0.004166922864626407,Employee,Not avail.,10065.397368458933,1,05JUL2010 - 00:00:00,0
3090,44728.12305196639,17500,153.0,0.0025572073488179113,Employee,Single,9147.164195075906,1,21JUN2010 - 00:00:00,
3091,5409.043750631023,11600,34.0,0.06307519153425842,3,Single,6908.255760306248,Not avail.,16AUG2010 - 00:00:00,1
3092,29810.325830278278,6900,69.0,0.0033545423344024717,Worker,Living together,7311.47555975184,1,22AUG2010 - 00:00:00,1
3093,,26800,53.0,0.02610707461970569,Worker,Single,10513.962951091315,1,28JUN2018 - 00:00:00,0
3094,18209.62037713027,32600,106.0,0.016889268608673125,Employee,Divorced,14641.542282009743,2,18AUG2018 - 00:00:00,0
3095,12213.519024217308,,98.0,0.009942144535723034,Employee,Single,11182.513546563318,1,11AUG2015 - 00:00:00,0
3096,8879.156821008197,15900,98.0,0.01827255686883581,1,Separated,7133.779536438484,1,04NOV2014 - 00:00:00,1
3097,16195.107941251452,28500,51.0,0.03450569958773504,Worker,Separated,8719.771602034636,1,05JAN2018 - 00:00:00,0
3098,34532.44880495462,32800,17.0,0.05587242815021725,Student,Living together,7901.886182110127,1,30AUG2014 - 00:00:00,0
3099,5174.725480992096,6700,36.0,0.03596540759403337,Worker,,,Not avail.,12OCT2015 - 00:00:00,1
3100,21352.601292619845,Not avail.,49.0,0.017203849486126885,Worker,Single,,2,29APR2011 - 00:00:00,1
3101,36612.39033343247,17800,93.0,0.005227679693111743,Employee,Living together,10429.039139519817,2,09SEP2010 - 00:00:00,Not avail.
3102,9423.878570406889,18200,38.0,0.05082274403715852,Worker,Living together,6968.048489010665,1,13MAR2017 - 00:00:00,1
3103,33068.312764375514,16900,50.0,0.010221265366890062,Worker,Single,6260.08677374008,1,17SEP2018 - 00:00:00,0
3104,27832.06217989558,Not avail.,51.0,0.014935518317793708,Worker,Living together,6131.29073991953,1,27JUL2012 - 00:00:00,1
3105,30206.306899228366,15700,45.0,0.011550200097377724,Worker,Single,7739.795574305866,,22APR2017 - 00:00:00,0
3106,30310.2726267413,24100,85.0,0.009354234957113563,Employee,Divorced,6450.553286268691,1,06MAR2016 - 00:00:00,0
3107,19086.67388537629,6700,72.0,0.004875420207543457,Worker,Single,6583.452874748402,1,13AUG2011 - 00:00:00,1
3108,17455.186139981113,12200,66.0,0.010589889065983049,Worker,Single,6784.929669069713,2,29NOV2012 - 00:00:00,0
3109,17618.31125338283,14600,125.0,0.006629466259291657,Employee,Separated,10366.254861455618,1,10JUL2012 - 00:00:00,0
3110,13591.03642761336,20400,16.0,Not avail.,Student,Separated,14736.3283752211,1,,0
3111,24607.30783773923,23200,60.0,0.0157134892291489,Student,Married,8278.56305079798,2,29JUN2017 - 00:00:00,0
3112,26775.67150670009,18400,61.0,0.011265425936631157,Worker,Separated,9349.006427759101,1,04NOV2017 - 00:00:00,0
3113,35314.889778336954,33700,44.0,0.02168799324354451,Worker,Single,8753.113703488314,1,24DEC2018 - 00:00:00,1
3114,36806.88007448426,28800,80.0,0.009780780095229095,Employee,Divorced,8538.69047190471,1,16APR2017 - 00:00:00,0
3115,38680.78045609319,29200,107.0,0.007055110911514562,Employee,Single,8607.672964847192,2,20FEB2017 - 00:00:00,0
3116,10660.697938625015,24900,45.0,0.05190404385519065,Student,Single,7349.497722460709,1,01MAY2013 - 00:00:00,0
3117,25965.97451753633,,44.0,0.013216596894911361,Worker,Married,8695.314382955368,2,01JUL2013 - 00:00:00,0
3118,48838.19661765458,34400,34.0,0.0207166680171112,Worker,Living together,8421.777381047035,1,08FEB2012 - 00:00:00,0
3119,30603.296782555088,21600,66.0,0.010694035011916878,,Married,7787.375881682394,2,Not avail.,0
3120,31882.806636896195,7300,63.0,0.0036343417689872538,Worker,Married,9396.336198228553,2,28NOV2008 - 00:00:00,0
3121,49526.647646672085,34100,131.0,0.005255864385744296,Employee,Not avail.,8362.580473827917,1,14JAN2012 - 00:00:00,
3122,14715.847927648836,Not avail.,38.0,0.03719584652843617,Worker,Married,10208.346481814302,2,11FEB2018 - 00:00:00,0
3123,29307.789751657372,20100,70.0,0.009797492734047578,Worker,Single,10279.459048975548,1,23AUG2010 - 00:00:00,0
3124,30009.078722379163,16200,64.0,0.008434947381814589,Worker,Single,8402.471031833626,1,26FEB2017 - 00:00:00,0
3125,32329.543190117554,24300,46.0,0.01633988041398294,Worker,Single,12720.492407444952,2,01OCT2014 - 00:00:00,0
3126,32277.245302370196,16400,105.0,0.004839027455016638,Not avail.,Single,10453.295082197186,1,19JUL2015 - 00:00:00,0
3127,,14500,58.0,0.008863683274715067,Worker,Single,7139.74985631662,2,14DEC2012 - 00:00:00,1
